"duplicate_id","author","year","journal","doi","title","abstract","label","source","pages","volume","number","isbn","record_ids"
"sr3_nk_2906","Pace, Emma J","2017","Family medicine",NA,"Effects of a Brief Psychosocial Intervention on Inpatient Satisfaction: a Randomized Controlled Trial","BACKGROUND AND OBJECTIVES: Increasing attention is being paid to patients' experience of hospitalization. BATHE (a brief psychosocial intervention that addresses Background, Affect, Trouble, Handling, and Empathy) has been found to improve patients' outpatient experiences but has not yet been studied in inpatient settings. This randomized controlled trial (RCT) examined whether daily administration of BATHE would improve patients' satisfaction with their hospital experience. METHODS: BATHE is a brief psychosocial intervention designed to reduce distress and strengthen the physician‐patient relationship. In February through March 2015 and February through March 2016, 25 patients admitted to the University of Virginia Family Medicine inpatient service were randomized to usual care or to the BATHE intervention. Participants completed a baseline measure of satisfaction at enrollment. Those in the intervention group received the BATHE intervention daily for five days or until discharge. At completion, participants completed a patient satisfaction measure. RESULTS: Daily administration of BATHE had strong effects on patients' likelihood of endorsing their medical care as ""excellent."" BATHE did not improve satisfaction by making patients feel more respected, informed or attended to. Rather, effects on satisfaction were mediated by patients' perception that their physician showed ""a genuine interest in me as a person."" CONCLUSIONS: Our study suggests that patients are more satisfied with their hospitalization experience when physicians take a daily moment to check in with the patient ""as a person"" and not just as a medical patient. The brevity of the BATHE intervention indicates that this check‐in need not be lengthy or overly burdensome for the already busy inpatient physician.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_2906, sr3_nk_8490"
"sr3_nk_2916","Moher, D","1992","CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne",NA,"Effects of a medical team coordinator on length of hospital stay","OBJECTIVE: To determine the effect of a medical team coordinator (MTC) on the length of stay in a teaching hospital. DESIGN: Randomized controlled trial. SETTING: Two of four general medical clinical teaching units (CTUs). PATIENTS: Patients admitted to the CTUs between July and October 1990 except those who were admitted directly to an intensive care unit or whose death was expected within 48 hours. The 267 patients were randomly assigned to receive either standard medical care or standard medical care plus MTC services. INTERVENTION: The MTC was a baccalaureate nurse whose role was to facilitate administrative tasks such as discharge planning, to coordinate tests and procedures, and to collect and collate patient information. MAIN OUTCOME MEASURES: Length of hospital stay. A subgroup of 40 patients was asked to complete a brief survey on medical care information and satisfaction. RESULTS: The MTC intervention reduced the mean length of stay by 1.97 days (p less than or equal to 0.04, 95% confidence interval [CI] 1.02 to 2.92 days). Subanalysis by diagnostic group revealed that most of this effect was in an ill‐defined group of disorders. In the survey more patients in the MTC group than in the other group reported being satisfied with their medical care (89% v. 62%; p less than or equal to 0.05, 95% CI 2% to 52%). CONCLUSIONS: The services of an MTC help to reduce the length of hospital stay for some groups of patients. Further research is necessary to examine which components of the MTC intervention are most effective and in what conditions.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_2916, sr3_nk_8910"
"sr3_nk_2947","Wiebelitz, K R","2011","Naturheilkundliche und orthopadische station are Behandlung bei chronischen Ruckenschmerzen: Eine Vergleichsstudie.",NA,"Naturopathic and orthopaedic in-patient treatment of chronic back pain--a comparison study","BACKGROUND: This study compares orthopaedic and naturopathic inpatient treatment concepts for back pain with regards to therapeutic efficacy. PATIENTS AND METHODS: A controlled prospective cohort study is presented. 187 conservatively treated patients of an orthopaedic clinic and 161 patients of a clinic for naturopathy were recruited for the study, if they needed inpatient treatment because of chronic back pain.The results were measured with the Oswestry Score for orthopaedic symptoms as primary endpoint and the SF‐36 for life quality before treatment (T0), after 3 (T2) and 6 months (T3), plus the SES for pain intensity and pain quality (T0, T1 = at discharge, T2, T3). Accompanying diseases were documented with anamnesis and catamnesis sheets. The whole collectives were evaluated. Additionally a gender specific analysis was performed. RESULTS: For the main and secondary objectives no differences between the naturopathic and orthopaedic treatment groups (screened patients with back pain for naturopathy 286, 187 for orthopedics, in the study included patients 161 respectively 140 after 2 weeks, 62 respectively 68 after 6 months; mean age 57.1 respectively 54.0 years, female 85.1 respectively 63.6%) could be verified (Oswestry Score at T0: 43.0, 95%‐confidence‐interval 39.6‐45.3; at T2: 40.7, 95%‐confidence‐interval 37.4‐44.0). Only in the subgroup of women, who account for 86% of the naturopathic patients, a difference in the main objective (Oswestry Score) was found (p = 0.014) in favour of naturopathy (T2: 32.6, 95%‐confidence‐interval 24.9‐40.2) compared to orthopedics (T2: 45.1,95%‐confidence‐interval 41.2‐49.1). CONCLUSION: Treatment results of naturopathic, complex"" inpatient treatment of chronic back pain are comparable to conventional orthopaedic treatment at all points of time T1 to T3. The study design does not allow the conclusion, that the therapeutical concept can be changed forthetwo groups of patients with the same chance of good therapeutical efficacy. The result of the study is limited in this respect as the therapeutic effect cannot be claimed to be the same if the treatment groups were exchanged. Thus the improvement is only comparable.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_2947, sr3_nk_8689"
"sr3_nk_2976","White, S J","1994","Journal of the Tennessee Medical Association",NA,"Effectiveness of an inpatient geriatric service in a university hospital","OBJECTIVE: To assess the effectiveness of an acute interdisciplinary inpatient geriatric service in a university hospital. DESIGN: Prospective randomized control study. SETTING: Large urban university hospital. PATIENTS: 40 consecutive inpatients, randomized for inclusion on the geriatric service (study patients, n = 20) or to continue usual hospital care (control patients, n = 20) from among the geriatric consult population. MAIN OUTCOME MEASURES: Subjects were followed for changes in length of stay, hospital costs, diagnostic testing, pharmacy use, functional status, discharge disposition, and readmission within 30 days after hospitalization. RESULTS: Mean age of patients study 79.2 years (control 73.9 years). Sixty percent of study patients went home and 30% to nursing homes (control 20% home, 65% nursing homes) P = .03. Total length of stay mean 20.3 days study (control 32.7 days), length of stay after randomization mean 7.7 days study (control 11.2 days), mean overall hospital costs $23,906 study (control $45,189), and mean hospital costs after randomization study $4,671 (control $9,404) were not significantly different by F‐tests due to wide variability. Laboratory use was reduced with mean 4.4 tests study (control 16.9) P = .01 and mean laboratory costs $263 study (control $828) P = .02. Functional ability improved (scale 1‐7) with mean improvement study 0.8 (control 0.3) P = .09. Mean number of medications were lower in the study group by 30% P = .02; mean cost of medications at discharge was reduced with study $38 (control $112); and mean pharmacy charges after randomization decreased $462 study (control $1,268) P = .06. Readmission 30 days after discharge was not significantly different (study 21%, control 33%). CONCLUSIONS: An interdisciplinary acute geriatric service can be cost effective in providing care to elderly patients in a university hospital. It can improve outcomes measured by decreased laboratory and pharmacy usage, improved functional status, and discharge to a lesser level of care without increasing length of stay or early readmission after discharge.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_2976, sr3_nk_8902"
"sr3_nk_2986","Johansson, Birgitta","2003","Hemsjukvard for aldre cancerpatienter. Utokad uppfoljning och stod i hemmet minskar behov av specialistsjukvard.",NA,"Home care for elderly cancer patients. More intensive follow-up and home services reduce the need of specialist care","The effects of intensified primary health care were examined in the ""Support‐Care‐Rehabilitation"" project conducted in Uppsala county 1993‐1997. Intensified primary health care was one part of an individual support intervention and comprised extended information about patients from the specialist clinics, and education and supervision in cancer care for GPs and home care nurses. The aim was to improve the ability of general practitioners and home care nurses to monitor and support cancer patients. A total of 485 newly diagnosed cancer patients were randomized to intensified primary health care or to a control group (standard care). The intervention group showed a marked increase in follow‐up contacts. About 90% of intensified primary health care patients reported such contacts, compared to 26% of control patients. The number of days of hospitalization at the specialist clinics for elderly patients (> or = 70 yr.) randomized to the intervention group were 393 less than for elderly controls three months after diagnosis. The conclusion is that intensified primary health care constitutes a cost‐effective strategy for enhancing co‐operation between home care, primary health care and specialist clinics.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_2986, sr3_nk_8828"
"sr3_nk_310","Raya Tena, Antonia","2015","Impacto de una intervencion grupal psicoeducativa: PARA PACIENTES CON DEPRESION LEVE/MODERADA EN LAS CONSULTAS DE ATENCION PRIMARIA.",NA,"IMPACT OF A PSYCHOEDUCATIONAL GROUP INTERVENTION FOR PATIENTS WITH MILD/MODERATE DEPRESSION IN PRIMARY CARE CONSULTATIONS","OBJECTIVE: To analyze the impact of psycho‐educational groups for patients with mild/moderate depression in relation to attendance in primary care consultations, the consumption of anxiolytics and antidepressants and the number of days of temporary disability of patients who performed the intervention group versus those not performed. METHOD: Controlled, longitudinal, prospective cohorts in 13 primary care teams of Barcelona city randomized trial. 232 patients, 120 intervention group and 112 in the control group. The study variables were: sex, age, marital status, nationality, education level, employment status, consumption of anxiolytics and/or antidepressants, number of working days, depressive symptoms, quality of life, co‐morbidity and attendance in consulting physician and primary care nurse. RESULTS: 69.7% of the total sample were healthy persons frequenting the control group and intervention in the nursing represented a reduction of 2 points in the average number of visits made during the pre‐intervention year and the year after the intervention. This was not affected attendance in the control group and in visits to the family doctor. A reduction was observed in the number of casualties of those who have made thegroup intervention. CONCLUSIONS: The psychoeducational group intervention for patients with mild/moderate depression makes decrease the assistance frequency of the patients to nurse consultory. Patients who have assisted to psychoeducational group intervention tend to apply less for the medical leave.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_310, sr3_nk_8563"
"sr3_nk_326","Rixe J.","2023","Deutsches Arzteblatt International","10.3238/arztebl.m2022.0384","Joint Crisis Plans and Crisis Cards in Inpatient Psychiatric Treatment—a Multicenter Randomized Controlled Trial","Background: Joint Crisis Plans (JCP) and crisis cards (CC) are both instruments designed to improve the management of future psychiatric crisis situations, but they differ, for example, in terms of resource use, legal validity, and aims. International research findings for JCP are inconsistent. Methods: From January 2018 to December 2020, a single‐blinded, two‐armed multicenter RCT was carried out, with assessments at T0 (baseline) and T1 (18 months later). The patients included had schizophrenia or schizoaffective disorder and were aged between 18 and 62 years. The primary outcome was the cumulative duration of inpatient treatment (voluntary/involuntary), and coercive measures comprised the secondary outcome. Trial registration: DRKS00013985. Results: Of the 266 study participants, 157 completed the study. In the CC group 57.8% and in the JCP group 64.9% were admitted to psychiatric hospitals between the index treatment and T1 (p = 0.367); 8.4% of the CC group and 12.2% of the JPC group were admitted against their will (p = 0.441). The cumulative treatment duration was not significantly shorter (p = 0.631) in the JPC group (mean 42.43 days, SD = 48.60) than in the CC group (50.16 days, SD = 74.16). Thus, JPCs did not achieve the expected improvement with regard to the primary endpoint. There were also no relevant differences regarding the secondary endpoint. Major effects in favor of the JCP were observed, however, in patients’ development of conficence in the treatment teams and in their active participation in the treatment procedure. Conclusion: Although the study showed no superiority of JCP over CC with regard to the primary and secondary outcomes, JCP should be used more frequently in routine practice as an intervention to support a participative approach to treatment.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_326, sr3_nk_9342"
"sr3_nk_329","Anonymous","1994","BMJ (Clinical research ed.)",NA,"Integrated care for diabetes: clinical, psychosocial, and economic evaluation. Diabetes Integrated Care Evaluation Team","OBJECTIVES: To evaluate integrated care for diabetes in clinical, psychosocial, and economic terms. DESIGN: Pragmatic randomised trial. SETTING: Hospital diabetic clinic and three general practice groups in Grampian. PATIENTS: 274 adult diabetic patients attending a hospital clinic and registered with one of three general practices. INTERVENTION: Random allocation to conventional hospital clinic care or integrated care. Integrated care patients seen in general practice every three or four months and in the hospital clinic annually. General practitioners were given written guidelines for integrated care. MAIN OUTCOME MEASURES: Metabolic control, psychosocial status, knowledge of diabetes, beliefs about control of diabetes, satisfaction with treatment, disruption of normal activities, numbers of consultations and admissions, frequency of metabolic monitoring, costs to patients and NHS. RESULTS: A higher proportion of patients defaulted from conventional care (14 (10%)) than from integrated care (4 (3%), 95% confidence interval of difference 2% to 13%). After two years no significant differences were found between the groups in metabolic control, psychosocial status, knowledge, beliefs about control, satisfaction with treatment, unscheduled admissions, or disruption of normal activities. Integrated care was as effective for insulin dependent as non‐insulin dependent patients. Patients in integrated care had more visits and higher frequencies of examination. Costs to patients were lower in integrated care (mean 1.70 pounds) than in conventional care (8 pounds). 88% of patients who experienced integrated care wished to continue with it. CONCLUSIONS: This model of integrated care for diabetes was at least as effective as conventional hospital clinic care.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_329, sr3_nk_8897"
"sr3_nk_40","Coleman, E A","2001","Effective clinical practice : ECP",NA,"Reducing emergency visits in older adults with chronic illness. A randomized, controlled trial of group visits","CONTEXT: Emergency department utilization by chronically ill older adults may be an important sentinel event signifying a breakdown in care coordination. A primary care group visit (i.e., several patients meeting together with the provider at the same time) may reduce fragmentation of care and subsequent emergency department utilization. OBJECTIVE: To determine whether primary care group visits reduce emergency department utilization in chronically ill older adults. DESIGN: Randomized trial conducted over a 2‐year period. SETTING: Group‐model HMO in Denver, Colorado. PATIENTS: 295 older adults (> or = 60 years of age) with frequent utilization of outpatient services and one or more chronic illnesses. INTERVENTION: Monthly group visits (generally 8 to 12 patients) with a primary care physician, nurse, and pharmacist held in 19 physician practices. Visits emphasized self‐management of chronic illness, peer support, and regular contact with the primary care team. MEASURES: Emergency department visits, hospitalizations, and primary care visits. RESULTS: On average, patients in the intervention group attended 10.6 group visits during the 2‐year study period. These patients averaged fewer emergency department visits (0.65 vs. 1.08 visits; P = 0.005) and were less likely to have any emergency department visits (34.9% vs. 52.4%; P = 0.003) than controls. These differences remained statistically significant after controlling for demographic factors, comorbid conditions, functional status, and prior utilization. Adjusted mean difference in visits was ‐0.42 visits (95% CI, ‐0.13 to ‐0.72), and adjusted RR for any emergency department visit was 0.64 (CI, 0.44 to 0.86). CONCLUSION: Monthly group visits reduce emergency department utilization for chronically ill older adults.","nk_tiab_exclude,nk_tiab_exclude,nk_tiab_exclude","nk,nk,nk",NA,NA,NA,NA,"sr3_nk_40, sr3_nk_41, sr3_nk_8855"
"sr3_nk_401","Correia, M I","2001","Nutricion hospitalaria",NA,"Risk factors for malnutrition in patients undergoing gastroenterological and hernia surgery: an analysis of 374 patients","OBJECTIVE: The aim of this study was to assess the nutritional status of 374 surgical patients with gastrointestinal disease and hernias of the abdominal wall; to identify risk factors associated with a poorer nutritional status in this group of patients and to assess awareness of the patient's nutritional status by medical teams. SUMMARY BACKGROUND DATA: Malnutrition is prevalent among surgical patients and is associated with higher surgical complication rates and mortality. The major causes of poor nutritional status are related to the underlying disease, socio‐economic factors, age, and length of hospitalization. Despite its high prevalence, medical teams often overlook malnutrition, and screening of these patients is not routine. It is of utmost importance to identify patients at risk for malnutrition in order to prevent related complications. METHODS: The 374 patients evaluated in this study were a subgroup of a larger multicenter, cross‐sectional, randomized study that was carried out in 1996. Nutritional status was assessed by using Subjective Global Assessment. RESULTS: Malnutrition was present in 55% of the patients, with 19% of the patients severely malnourished. The presence of cancer, infection, age over 60 years, upper gastrointestinal disease, and longer length of hospital stay all negatively influenced nutritional status. Despite the high prevalence of malnutrition, the medical teams only assessed the nutritional status of a few patients. CONCLUSION: Malnutrition was highly prevalent in this setting of patients. Therefore, patients with the risk factors above presented should routinely undergo nutritional screening and/or assessment in order to be able to early diagnose or prevent malnutrition and its correlated morbidity and mortality.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_401, sr3_nk_8854"
"sr3_nk_416",NA,"2017",NA,"10.1093/ofid/ofx163.585","A cluster randomized controlled trial comparing early and late carbapenems de-escalation in the medicine units, maharaj nakorn chiang mai hospital","Background. The rate of carbapenems use in the institution is high despite antimicrobial stewardship is in place. The current hospital policy allows the primary care team prescribed carbapenems for the first 72 hours, the de‐escalation will occur after 72 hours once drug susceptibility available or infectious diseases specialist unapproved. We conduct this study aimed to determine rate of de‐escalation within the first 24 hours between early and late carbapenems de‐escalation. Methods. A cluster randomized control trial was conducted among patients receiving care at the medicine units of the Maharaj Nakorn Chiang Mai Hospital between June 2016 and February 2017. Patients were randomly assigned into 2 groups; early de‐escalation group where carbapenems were de‐escalated within 24 hours or no later than 72 hours of prescription by ID specialist and late de‐escalation where carbapenems were de‐escalated followed the current hospital policy. Results. A total of 104 patients were enrolled; 51 in early de‐escalation group and 53 in late de‐escalation group. The median age was 62 years (IQR 5271 years), 49 patients (79%) were male. The most common diagnosis required carbapenems empirically was bloodstream infection (43 patients, 41.3%), followed by urinary tract infection (28 patients, 26.9%), and pneumonia (20 patients, 19.2%). Carbapenems de‐escalation within 24 hours was 17 patients (33.3%) in early de‐escalation group, and 4 patients (7.6%) in late de‐escalation group (P = 0.001). The median duration of carbapenems use was 2 days (IQR 1, 6) and 4 days (IQR 3, 6) in early and late‐de‐escalation group, respectively (P = 0.017). The median cost of carbapenems per patients were 2,412 and 4,824 THB in early and late de‐escalation group, respectively (P = 0.018). The 90‐day mortality, readmission within 30 days, and length of hospital stay were not different between groups. Factor associated with de‐escalation within 24 hours was ID intervened within 24 hours or no later than 72 hours of prescription (early de‐escalation group). Conclusion. Early carbapenems de‐escalation with careful clinical integration decreased unnecessary use of carbapenems without compromised the clinical outcomes.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_416, sr3_nk_421"
"sr3_nk_563","Rohde L.E.","2024","JAMA Cardiology","10.1001/jamacardio.2023.4501","Multifaceted Strategy Based on Automated Text Messaging After a Recent Heart Failure Admission: the MESSAGE-HF Randomized Clinical Trial","Importance: Readmissions after an index heart failure (HF) hospitalization are a major contemporary health care problem. Objective: To evaluate the feasibility and efficacy of an intensive telemonitoring strategy in the vulnerable period after an HF hospitalization. Design, Setting, and Participants: This randomized clinical trial was conducted in 30 HF clinics in Brazil. Patients with left ventricular ejection fraction less than 40% and access to mobile phones were enrolled up to 30 days after an HF admission. Data were collected from July 2019 to July 2022. Intervention: Participants were randomly assigned to a telemonitoring strategy or standard care. The telemonitoring group received 4 daily short message service text messages to optimize self‐care, active engagement, and early intervention. Red flags based on feedback messages triggered automatic diuretic adjustment and/or a telephone call from the health care team. Main Outcomes and Measures: The primary end point was change in N‐terminal pro‐brain natriuretic peptide (NT‐proBNP) from baseline to 180 days. A hierarchical win‐ratio analysis incorporating blindly adjudicated clinical events (cardiovascular deaths and HF hospitalization) and variation in NT‐proBNP was also performed. Results: Of 699 included patients, 460 (65.8%) were male, and the mean (SD) age was 61.2 (14.5) years. A total of 352 patients were randomly assigned to the telemonitoring strategy and 347 to standard care. Satisfaction with the telemonitoring strategy was excellent (net promoting score at 180 days, 78.5). HF self‐care increased significantly in the telemonitoring group compared with the standard care group (score difference at 30 days, ‐2.21; 95% CI, ‐3.67 to ‐0.74; P = .001; score difference at 180 days, ‐2.08; 95% CI, ‐3.59 to ‐0.57; P = .004). Variation of NT‐proBNP was similar in the telemonitoring group compared with the standard care group (telemonitoring: baseline, 2593 pg/mL; 95% CI, 2314‐2923; 180 days, 1313 pg/mL; 95% CI, 1117‐1543; standard care: baseline, 2396 pg/mL; 95% CI, 2122‐2721; 180 days, 1319 pg/mL; 95% CI, 1114‐1564; ratio of change, 0.92; 95% CI, 0.77‐1.11; P = .39). Hierarchical analysis of the composite outcome demonstrated a similar number of wins in both groups (telemonitoring, 49 883 of 122 144 comparisons [40.8%]; standard care, 48 034 of 122 144 comparisons [39.3%]; win ratio, 1.04; 95% CI, 0.86‐1.26). Conclusions and Relevance: An intensive telemonitoring strategy applied in the vulnerable period after an HF admission was feasible, well‐accepted, and increased scores of HF self‐care but did not translate to reductions in NT‐proBNP levels nor improvement in a composite hierarchical clinical outcome. Trial Registration: ClinicalTrials.gov Identifier: NCT04062461.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_563, sr3_nk_9138"
"sr3_nk_6016","Ustjanauskas, Amy E.","2016","Health Promotion Practice","10.1177/1524839915616362","Training in Patient Navigation.","Despite the proliferation of patient navigation programs designed to increase timely receipt of health care, little is known about the content and delivery of patient navigation training, or best practices in this arena. The current study begins to address these gaps in understanding, as it is the first study to comprehensively review descriptions of patient navigation training in the peer-reviewed research literature. Seventy-five patient navigation efficacy studies published since 1995, identified through PubMed and by the authors, were included in this narrative review. Fifty-nine of the included studies (79%) mentioned patient navigation training, and 55 of these studies additionally provided a description of training. Most studies did not thoroughly document patient navigation training practices. Additionally, several topics integral to the role of patient navigators, as well as components of training central to successful adult learning, were not commonly described in the research literature. Descriptions of training also varied widely across studies in terms of duration, location, format, learning strategies employed, occupation of trainer, and content. These findings demonstrate the need for established standards of navigator training as well as for future research on the optimal delivery and content of patient navigation training.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_6016, sr3_nk_6044"
"sr3_nk_6140","Lamina T","2024","Annals of internal medicine","10.7326/annals-24-01262","Strategies to Address Racial and Ethnic Disparities in Health and Health Care for Chronic Conditions : An Evidence Map of Research From 2017 to 2024.","BACKGROUND: Racial and ethnic disparities in health and health care persist in the United States, adversely affecting outcomes in prevention and treatment of chronic conditions among adults. PURPOSE: To map interventions aimed at reducing racial and ethnic disparities and improving health outcomes in the prevention and treatment of chronic conditions in adults. DATA SOURCES: Searches of MEDLINE, CINAHL, and Scopus from January 2017 to April 2024, supplemented with gray literature. STUDY SELECTION: U.S.-based studies of interventions targeting racial and ethnic disparities in adults with chronic conditions. DATA EXTRACTION: Information on intervention types, targets, outcomes, study designs, study settings, chronic conditions, and delivery personnel was extracted and categorized. DATA SYNTHESIS: Among 174 unique studies, 12 intervention types were identified, with self-management support and patient navigation the most common. Most interventions targeted patient behaviors; few studies addressed disparities directly or focused on underrepresented racial and ethnic marginalized groups. LIMITATIONS: The lack of standardized terminology and the underrepresentation of certain racial and ethnic groups limit the evidence base. Although the literature search accurately reflects the current state of the literature, it also limits the body of evidence by excluding health disparities research conducted before January 2017, so significant findings from earlier studies may have been overlooked. CONCLUSION: The literature highlights diverse interventions targeting health disparities, but few studies evaluated their effectiveness in reducing the health disparities gaps. There is an urgent need for research focused on underrepresented racial and ethnic groups, particularly in promising areas such as patient navigation for cancer and diabetes self-management. Future research should prioritize robust study designs to assess the long-term effect and broader applicability of interventions, thus helping organizations and stakeholders to tailor strategies to community-specific needs. PRIMARY FUNDING SOURCE: Agency for Healthcare Research and Quality.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_6140, sr3_nk_6021"
"sr3_nk_65","Agius, Mark","2007","Psychiatria Danubina",NA,"Three year outcomes of an early intervention for psychosis service as compared with treatment as usual for first psychotic episodes in a standard community mental health team. Preliminary results","Forty patients who had been treated for three years in an ad‐hoc, assertive treatment team for patients who had suffered a first psychotic episode were compared to forty patients who had been followed up after a first psychotic episode in a community mental health team. All patients had suffered a first or early psychotic episode. The main differences between the two teams was that the ad‐hoc team was assertive in its approach, offered more structured psycho‐education, relapse prevention and psycho‐social interventions, and had a policy of using atypical anti‐psychotics at the lowest effective dose. There were many differences in outcome measures at the end of three years between the two groups. The EI patients are more likely to be taking medication at the end of three years. They are more compliant with medication. They are more likely to be prescribed atypical medication. The EI patients are more likely to have returned to work or education. The EI patients are more likely to remain living with their families. They are less likely to suffer depression to the extent of requiring anti‐depressants. They appear to commit less suicide attempts. The patients in the EI service also appear to be less likely to suffer relapse and re‐hospitalisation, and are less likely to have involuntary admission to hospital. They have systematic relapse prevention plans based on early warning signs. They and their families receive more psycho‐education. These indications suggest that the EI patients are at the end of three years better able to manage their illness/vulnerability on their own than the CMHT patients. More patients in the EI group stopped using illicit drugs than in the CMHT group. All the above changes were statistically significant except for the number of patients who stopped using illicit drugs. In this case it is believed that the sample size was too small to demonstrate significance. These results suggest that an ad‐hoc early intervention team is more effective than standard community mental health team in treating psychotic illness.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_65, sr3_nk_8767"
"sr3_nk_6558","Sikirzhytskaya A","2024","Research square","10.21203/rs.3.rs-4750719/v1","AI-based mining of biomedical literature: Applications for drug repurposing for the treatment of dementia.","Neurodegenerative pathologies such as Alzheimer's disease, Parkinson's disease, Huntington's disease, Amyotrophic lateral sclerosis, Multiple sclerosis, HIV-associated neurocognitive disorder, and others significantly affect individuals, their families, caregivers, and healthcare systems. While there are no cures yet, researchers worldwide are actively working on the development of novel treatments that have the potential to slow disease progression, alleviate symptoms, and ultimately improve the overall health of patients. Huge volumes of new scientific information necessitate new analytical approaches for meaningful hypothesis generation. To enable the automatic analysis of biomedical data we introduced AGATHA, an effective AI-based literature mining tool that can navigate massive scientific literature databases, such as PubMed. The overarching goal of this effort is to adapt AGATHA for drug repurposing by revealing hidden connections between FDA-approved medications and a health condition of interest. Our tool converts the abstracts of peer-reviewed papers from PubMed into multidimensional space where each gene and health condition are represented by specific metrics. We implemented advanced statistical analysis to reveal distinct clusters of scientific terms within the virtual space created using AGATHA-calculated parameters for selected health conditions and genes. Partial Least Squares Discriminant Analysis was employed for categorizing and predicting samples (122 diseases and 20889 genes) fitted to specific classes. Advanced statistics were employed to build a discrimination model and extract lists of genes specific to each disease class. Here we focus on drugs that can be repurposed for dementia treatment as an outcome of neurodegenerative diseases. Therefore, we determined dementia-associated genes statistically highly ranked in other disease classes. Additionally, we report a mechanism for detecting genes common to multiple health conditions. These sets of genes were classified based on their presence in biological pathways, aiding in selecting candidates and biological processes that are exploitable with drug repurposing.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_6558, sr3_nk_6604"
